User handle,Date of tweet,Tweet Data
business,12-04-2017,Kim Il Sung's 105th birthday party may offers clues for traders as to what's next https://bloom.bg/2p8mZL1 pic.twitter.com/kJ24u333Zg
Revnickk,03-04-2017,@KzytoFrancis kwata business https://twitter.com/gin_dgaf/status/848609618985177088 …
16WAPTNews,06-04-2017,Woman turns hair extensions into $1 million business http://dlvr.it/Nq8z17 pic.twitter.com/l3n1YMSAMy
Oslobigdataday,09-04-2017,KATHERINE BARRIOS @ Xeneta to @Oslobigdataday at BI Norwegian Business School @BI_BizSchool Register here: http://www.oslobigdataday.no/Bigdata/Nyheter/-/-/KATHERINE-BARRIOS-CMO-XENETA-READY-FOR-OBDD-2017 … #bigdatapic.twitter.com/7TGkkIFu15
Skillsoft,03-04-2017,Here are a few ways to ensure your business delivers effective learning in the digital age. http://ow.ly/LcgL30anJRf pic.twitter.com/uJPUleSQ3J
business,07-04-2017,Spanish charity says it has rescued 230 migrants in boats trying to cross the sea https://bloom.bg/2ogPWGw pic.twitter.com/e5pPd2UVPE
business,13-04-2017,Francois Hollande says in a video he would prefer to be succeeded by a man https://bloom.bg/2p9v7uY pic.twitter.com/9R8rudLMWN
parissssss___,07-04-2017,REAL FRIENDS YOU DON'T LOSE REAL FRIENDS DON'T TELL YOUR BUSINESS REAL FRIENDS ARE REAL AND STAY NO MATTER WHAT !! LET IT SINK
_anamilegarcia,06-04-2017,Business Woman pic.twitter.com/cF457L3frC
NJSocialSummit,11-04-2017,'17 panelists: Elizabeth Weill-Greenberg of @NJ_ISJ @RolandoPujol of @PIX11News @BillyAshJR of @Todays_Business @kliveoh of @wpunj_edu
business,12-04-2017,It's not just United that's been hit by a PR nightmare - here are some of the worst https://bloom.bg/2p5M2hW pic.twitter.com/wu6jlLT8PW
press_aware,03-04-2017,Ford recalling 53,000 trucks that can roll away while parked – The Economic Times http://pressaware.com/?p=25401  #business pic.twitter.com/J6arBGLQ0B
CodyKessler6,04-04-2017,Now it's time for the Tribe to take care of business, let's go boys!!! #RallyTogether
lifeboathq,03-04-2017,7 Books That Will Give You The Tech Knowledge You Need to Start a Business http://lifeboat.com/blog/2017/04/7-books-that-will-give-you-the-tech-knowledge-you-need-to-start-a-business …pic.twitter.com/8oJhyCCJWM
maryam_arshad90,06-04-2017,Dr. Farooq Sattar Chairman MQM (Pakistan) visited Institute of Business and Technology to have an interactive secession with the students pic.twitter.com/2oRMEVXHPF
TakeiaCage,04-04-2017,Claiming every single thing God has planned for me, my business and my life! pic.twitter.com/PY7vIDWCCJ
WolffieJames,07-04-2017,EVEN IF Assad bombed kids, why should the US play global police? How is it our business? Do. Not. Go. To. War. #NoMoreJewishWars
sincir3000,05-04-2017,I really wish there was a way for me to communicate with my dog when I go on business trips. The separation is too much for both of us
bridgesheehan,11-04-2017,Slut shaming isn't cool!! People can do whatever the fuck they want with their bodies and their life and it's none of your damn business:)))
GEforceMC,03-04-2017,Deja Moo: The feeling that you've heard this bullshit before…!!! #leadership Most Business books are bullshit…!!! http://entm.ag/1V3s3cU  pic.twitter.com/3rjRtc1Kt4
DavieCCChamber,03-04-2017,Check out and "Like" the Chamber's fan page! Keep up with news, join the Chamber and network! #network #business http://ow.ly/Bhns30atzyf 
trutherbotgray,09-04-2017,The United States spends more money on the murderous business of war than all other countries combined.
recordtae,11-04-2017,me pretending to mind my own business when shit goes down pic.twitter.com/ds17O3se8h
SocialInFairfax,03-04-2017,Have a Great Event? Business, Non Profit, Kids Family? Any Event? Add Here FREE!! https://www.spingo.com/submit/?partnerId=1422 …
press_aware,03-04-2017,The man helping people with autism get jobs – BBC News http://pressaware.com/?p=22306  #business pic.twitter.com/4kfpXyHhbV
unbunk,12-04-2017,My life. My choices. My mistakes. My lessons. Not your business.
HumanityNews,03-04-2017,News: Malawi: Chikwawa Local Leaders, Business Community Blamed for Girl School Dropout http://dlvr.it/NnQjQj 
martinadanceto,10-04-2017,Jorge Blanco - Risky Business pic.twitter.com/I8lKIKLTgF
Baabymook,06-04-2017,Do you need promo for your -Artist -Track/Single -Music Video -Soundcloud -YouTube -Business -Twitter -Clothing PayPal only Twitter Active
jamescourt77,03-04-2017,#Personal #Brand #talent #leadership #business #SMEs #Exeter 4th April. 5 tickets left! Book here - #NatWestBoosthttps://www.eventbrite.co.uk/e/our-personal-brand-what-is-it-and-who-do-we-think-we-are-tickets-32531044229 …
utilitywiseplc,10-04-2017,Struggling with bills? Call in the U-Team! Text WATER to 62277 to find out how you could save on your business water. #UTWwater #UTeampic.twitter.com/A56a54Mw1T
evolvewedbiz,03-04-2017,Do you like to try before you buy? Now you can do that with The Wedding Business Collective! http://bit.ly/1pbUICg 
NBCNews,11-04-2017,First pot-focused fund lets Americans legally invest in in the world's booming marijuana business http://nbcnews.to/2ouwwyd  pic.twitter.com/gbme1zc76L
SurlyAmy,03-04-2017,Small businesses don’t have giant warehouses, and women in business would like to get you off our back. Also healthcare would be cool. https://twitter.com/VP/status/848612166865440771 …
LaurasVAS,03-04-2017,#Email Marketing http://laurasvas.com/?p=21  #business
vishalfast007,03-04-2017,PM addresses valedictory ceremony of Sesquicentennial Celebrations of Allahabad High Court - Business Standard http://ift.tt/2oO6u5W 
business,11-04-2017,This winter has seen some really strange swings due to climate change, scientists say https://bloom.bg/2okNP4r pic.twitter.com/Dz5zvQmipF
StylesMovieNews,12-04-2017,I was just minding my own business reading a Dickens book and- pic.twitter.com/MqmofxjpT5
kxthnielou,04-04-2017,Kath's nail salon is her own business, planned for two years and it's for her mom. So what are these dumb asses babbling about.
justobaro2fine,10-04-2017,First time I'm hearing light skinned people saying they feel discriminated... Wow! So why is the bleaching cream business still booming?
ProgressOutlook,09-04-2017,Mike Pence used his personal email to conduct business matters. His email was hacked. Hillary's was not. Hypocritical administration.
hornylieber,07-04-2017,Drink more water, mind ur business & get ur beauty sleep ladies. men have always been trash pic.twitter.com/dOriXOBNKV
psaxton63,03-04-2017,It's called the weekend. Just because you have your own business doesn't mean you should not have one.
MadisonGronlund,06-04-2017,#13ReasonsWhy *something that isn't any of her business exists* courtney: https://vine.co/v/e2Qx0nQLTAj 
1k_experiment,03-04-2017,How to create a successful corporate-startup collaboration via @TheNextWeb http://buff.ly/2nKEGCv  #business pic.twitter.com/JoX7bbeY5o
miguelselas,09-04-2017,The 5 drivers of #business #disruption via @nathealings #growthhacking #innovation #iot #ai #iiot #datascience #bigdata #api #cdo #ciopic.twitter.com/8znZ9cqDRF
greycoffeeweb,03-04-2017,Hey everyone it's Monday tomorrow and a little birdy told us the sun is going to be shining all week #notts #digital #sunshine #business #uxpic.twitter.com/bwHxgKTpoL
GauravPandhi,06-04-2017,In 18 months, the ministers in Kejriwal Govt have taken 24 foreign tours, traveling business class on taxpayers money. #MakenExposesAAP
Tobymare,12-04-2017,No, no, no! The brotherhood is a terror group. They have no business being in our govt!
trutherbotornge,08-04-2017,The manufactured food business is bigger than Big Oil. That kind of $ buys large amounts of propaganda, misinformation & corrupt science.
sureshnakhua,10-04-2017,BOOM BOOM @Sanju_Verma_ takes on Mathai on business of Conversions pic.twitter.com/lS8g9ZfMJD
buttermann__,06-04-2017,If it's not your business leave it at that
bigpapib___,04-04-2017,minding my business is my favorite thing to do.
YAREIIIIII,10-04-2017,i keep my business to myself..
ProgressOutlook,08-04-2017,Trump once said that his business would make no new deals while he's in office. Turns out that was a lie!
PhoenixOilfield,03-04-2017,Get a handle on your cash flow for your oilfield services business with these tips! http://hubs.ly/H06XtW90  #oilfield #oil #techpic.twitter.com/87DXLTaJZw
leahfaul,03-04-2017,Lyft’s Monal Chokshi on lightweight user research http://buff.ly/2mLPnF9  #marketing #startups #business #tech #datascience @SILLYJILLY_UXRpic.twitter.com/xsIgPoax2S
perfbutugly,08-04-2017,Guys go and follow my new business account and shoutout it and retweet this tweet pleaseeee pic.twitter.com/e2fQAbDWHn
CarlyleGrant,06-04-2017,JOB OPPORTUNITY. PLEASE RT Intcomex is seeking a Business Development Manager. pic.twitter.com/PireDj7vV6
business,10-04-2017,Inside the hidden cycles that rule markets, history... and everyday life https://bloom.bg/2ojQ99S pic.twitter.com/ce0lbsKEr8
OfficiallyTe,06-04-2017,It kills them when they don't know your business
CBSNews,04-04-2017,Pres. Trump can now tap money from his business, raising ethics concerns http://cbsn.ws/2ow50RJ pic.twitter.com/hZgdqJzEDA
JuulOrDie,03-04-2017,it's a lucrative business kate
business,09-04-2017,Stand-up paddleboarding should be your new leisure activity https://bloom.bg/2nXXF9D pic.twitter.com/4sUbfNyLz2
business,12-04-2017,Rex Tillerson calls his meeting with Putin "productive" https://bloom.bg/2ozxut1  #Kremlinpic.twitter.com/24siMDJgNT
cunninglyclever,03-04-2017,The fastest way to increase, your business or life? Read http://andrewwoodinc.com/book-tag/all-books/ … http://fb.me/UP5X5Nbf 
serialstartupco,03-04-2017,How to Stay Organized in Your Small Business http://bit.ly/1XxGI5f  #entrepreneur #smallbusiness #startuppic.twitter.com/5jqNryzQUR
greenlightsUK,03-04-2017,Take Risks on Your Business, Not Your Body http://dlvr.it/NnQplX pic.twitter.com/Ss8Kq0wDLo
nycsouthpaw,11-04-2017,Corporations given police powers for legit public safety reasons end up employing them for business purposes unrelated to safety.
blushonpamore,08-04-2017,"Kisses Delavin is armed with passion and perseverance as she bravely jumps into the world of show business." KISSES GracesInsideShowbiz
theylovedaidai,09-04-2017,how can you become back friends with somebody after they talked about you and told all ya business? yall weird asf
graphics123,03-04-2017,Hello freelancer!! Business Plan for startup company (smart asthma inhaler) by Krazah https://goo.gl/fb/epwKAp 
alarson2018,03-04-2017,Our new start up http://communi-tee.co  is live! Check out our webpage and support our new small business. Thanks! - Communi-Tee Founders
Quixote7,03-04-2017,Is your business in trouble? Not enough sales? Losing money? Unhappy spouse? Here's the likely reason http://ow.ly/BqTd30atQi1 
Queen_Rayoo,07-04-2017,This me minding my business all 2017 pic.twitter.com/O90UA616e3
ProgressOutlook,12-04-2017,#KS04 had no business being competitive. Trump won by 21. We made the GOP sweat and spend lots of money in Kansas. Look at the big picture.
Jo_willoughby1,03-04-2017,#Hubris and #Narcissm thwarts #healthy #productive #workplaces. This should not be business #taboo Fascinating learn http://www.lorddavidowen.co.uk/category/hubris-syndrome/ …
RetreadBusiness,03-04-2017,For up to date news from the international retreading industry check out the Retreading Business website http://bit.ly/1QcGA20  #retreading
RealMattCouch,09-04-2017,Assad has been funding Iraqi Insurgents for years, killing American Soldiers, but that's none of my business for all of you know it alls
business,05-04-2017,Toronto home prices just jumped another 33% https://bloom.bg/2namqmC pic.twitter.com/CW7jbkjIQy
realfoxxfur,03-04-2017,I don't even be wanting to hear negative shit about people, that's they business not mines.
DanaSchwartzzz,11-04-2017,call me old fashioned, but there is no business transaction that should end with a customer bloodied and carried away by police
soni_creations,07-04-2017,Retweet if you want Sonakshi Bose, the business woman, to dress like this. @IamEJF @MamtaYPatnaik #SonakshiBosepic.twitter.com/Eu6bbdhbA4
DebraEF5,05-04-2017,Dear, I'm a fan of Maine's dreams. Her personal life is non of my business. I will stay with her. #DTBYSurprise
Atomic_Reach,08-04-2017,3 Benefits #Ebooks Activate For Your #Business ? #contentmarketing http://ampr.ch/2vV4 pic.twitter.com/yJectkxQ5z
ekpenyong_john,03-04-2017,Quite agree. I've been in and out of Lagos a bit too. We got unfinished business you know. You need to communicate with Victor. https://twitter.com/segebee/status/848610299016097796 …
Forbes,10-04-2017,IBMVoice: How to keep your business up and running -- on a cloud http://on.forbes.com/60148jR2M  @IBMpic.twitter.com/w0fwpXil8k
kindslut,08-04-2017,stop pretending y'all wanna be my friend, we both know u just wanna be in my business
asiancrackbaby,07-04-2017,"why are u so sad??" cuz my brain has a chemical imbalance which doesn't allow me to be as happy as others u bitch now mind ya own business
rickyrea,03-04-2017,Oracle: We are not buying Accenture 'never even considered it' #Business #Newshttp://ift.tt/2nLDts9 
mlross16603,03-04-2017,She is the smartest political analyst in the business today. When I need to get the truth all it takes is turning on MSNBC at 9:00 Eastern.
jesylnelsons,03-04-2017,1/3 of americans need to mind they own damn business and worry about whats going on in their own lives. https://twitter.com/broadly/status/847531972507439104 …
LBPolyTrack,07-04-2017,Time to handle some business... Race day #ArcadiaInvitational @PrepCalTrackpic.twitter.com/cvZ3t2tmox
kawgwheelz,03-04-2017,How to use Instagram Stories: The complete guide for business -http://ow.ly/HjHL309bWTX pic.twitter.com/N4fTcsBPI8
FounderSupport,03-04-2017,Business is exothermic; government is endothermic. - Will Spencer http://www.entrepreneur-support.com/ 
oldirtyginger,08-04-2017,Who you fuck before or after our MONOGAMOUS relationship is none of my damn business.
TBEacademy,03-04-2017,We are hosting with @WeAreFortuneLaw a one day legal #bootcamp on #business #law. Book your place now! https://www.eventbrite.co.uk/e/tbe-academy-legal-boot-camp-soft-launch-free-tickets-33083977066?aff=es2 … #entrepreneurpic.twitter.com/9oo62EefJy
canicry_,03-04-2017,i better won't fck this now bc of what's about to come (you business partner)
SusanBurnsLegal,03-04-2017,10 Tell-Tale Signs That Your Business Is Ready for Expansion http://bit.ly/1SXPlUP 
Sophmuhloaf,05-04-2017,Life hack: put a little bit of highlight on the tip of your nose and then keep it the fuck out of my business
CreativeTweets,10-04-2017,I sincerely hope @United goes out of business. #flight3411
TheeOnlyOciera,04-04-2017,If you're judging me, you're not happy. Too much time on your hands to be distracted with the business of others. Find something to do.
ccvello_4j13,03-04-2017,He's not Merrill Garland. If Trump, NRA, big business & the Koch bros want him he's a who'll workers, B corp lackey & take away rights
business,06-04-2017,Chemical attack kills 22 members of a single family in Syria https://bloom.bg/2oDZNrd pic.twitter.com/Jz38A1FMkq
FintechBot,03-04-2017,RPA Outsourcing: Automating a Business Process Using Software Robotics http://bit.ly/2nZYwcI  by @Finextra
TechsDray,03-04-2017,She down with ovo who's surprised
Leslie_Love_Me,04-04-2017,I'm about to open my own business at 18, i don't care about anyone's judgement at this point I'm so proud of myself
