User handle,Date of tweet,Tweet Data
ZeldaLackner,11-04-2017,Hey @united I will not be giving you my business. I can't imagine exposing my child to the kind of violence you've condoned. #BoycottUnited
kayyleyy16,11-04-2017,If I fwu.. You my business now. tf
business,11-04-2017,This pipeline is built to survive extremes - but it can't bear the slow flow of oil https://bloom.bg/2olEsS1 pic.twitter.com/Cpzozd7UrI
Jayylawton,11-04-2017,Keep your relationship, business, and money private. Not everyone is happy when you're winning.
JohnLewis1165,11-04-2017,Do your work before the appointed time, and in God’s time He will give you your Reward. #Sirach 51:30 Yes, do it faithfully! #Business pic.twitter.com/tz8zNbKCdk
xmiralynx,11-04-2017,"We care about each and every member of the Huskie family!"* *offer valid for 3-5 business days after a major tragedy
business,11-04-2017,Trump's visa crackdown has Indian students considering Canada and Ireland https://bloom.bg/2olzZih pic.twitter.com/sT0LVNIjkY
DanaSchwartzzz,11-04-2017,call me old fashioned, but there is no business transaction that should end with a customer bloodied and carried away by police
trapyeezus,11-04-2017,cinco de mind yo fuccing business is approaching fast
Numerology2016,11-04-2017,Let people do what they need to do to make them happy, mind your own business, & do what you need to do to make you happy.
tyrese_robinson,11-04-2017,Next year straight business, no distractions!
AVDecisions2017,11-04-2017,Makayla Herbert University of Oregon Majoring in Business and Minoring in Spanish and Engineering pic.twitter.com/3g4wDJegkD
MatthewSmithjr,11-04-2017,I'm excited to announce, I've accepted a position as Marketing Director of my family business, Smith & Smith Carpet. Moved into my office. pic.twitter.com/Szv9pRumgX
sbvdd_,11-04-2017,who gives a fuck??? titties are titties & if y'all bothered then fucking look away and mind ya damn business https://twitter.com/gina_baaaby/status/851327813395161088 …
historyepics,11-04-2017,This illegal whiskey distillery near Detroit is put out of business. pic.twitter.com/ev0DZLt4o0
rellamakrisha,11-04-2017,Mind your own business please. It's my awesome life, not yours.
CHICAGo_PAT,11-04-2017,Rather than letting mfs know my business I just keep it to myself it's been some shit going on
_itzdoo,11-04-2017,Ion be in nobody business but mine..
hamildn,11-04-2017,"If you gas a baby, you're going to get a response from this President." but if you shoot a school student, it's just business as usual.
TheWeirdWorld,11-04-2017,I’m not anti-social, I’m pro mind your own damn business.
jaketapper,11-04-2017,I love the notion that the passengers are an annoying hindrance to the business model of moving pilots around the country
kindslut,11-04-2017,me: i'm going to keep my business off the internet *any boy related things happens to me* me on twitter being messy: pic.twitter.com/kYFzm1I4Nq
__JonathanJay,11-04-2017,"y'all talk?" nah we whisper. bitch mind ur business
Georgia_Parnell,11-04-2017,did you know you can mind your own business for FREE and have a better time without worrying about what i'm doing
allure_essence,11-04-2017,"when you eating minding ya own business & someone says "have some?"" pic.twitter.com/I7N9fIIfKA
Liber_T_R_Death,11-04-2017,No real American would consider flying United again. There was once a saying in business "The customer is always right"! Not United's motto!
IceKube24,11-04-2017,Two biggest fears in life: Snakes and Culver's going out of business
business,11-04-2017,Billionaire Wang Jianlin will invest $10 billion in a Chinese health-care park https://bloom.bg/2okZBtU pic.twitter.com/HWcQIwjJak
__FemaleAthlete,11-04-2017,LEARN to Mind your own BUSINESS 2k17
rileyybeckk,11-04-2017,you can literally just be minding your business and doing you 24/7 and people STILL gon talk
__FemaleAthlete,11-04-2017,I do not like nobody in my business fr
MarieNinaAune,11-04-2017,Welp, #United, you're not only gonna get slapped HARD w/a lawsuit (you should settle quickly), but you're gonna lose business BIGLY. #inners
Gwenda,11-04-2017,And this, friends, this United situation, is EXACTLY why we don't EVER EVER EVER want government run like a business.
gabbyjolie,11-04-2017,Neat idea: stay in your own lane, mind your own business and worry about your own life
nycsouthpaw,11-04-2017,Corporations given police powers for legit public safety reasons end up employing them for business purposes unrelated to safety.
IoTRecruiting,11-04-2017,The History of #IoT http://internetofthingsrecruiting.com/the-history-of-iot … #AI #IoE #IIoT #BigData #BlockChain #Fintech #InternetOfThings #Technology #Business pic.twitter.com/wDgre9eqHv
oraltwjnk,11-04-2017,it pisses me off when people stereotype models to be dumb.. they are business women/men and they have to have intelligence to travel
AsTOLDByVicky,11-04-2017,Forever somewhere minding my business.. I swear.
AUnia19,11-04-2017,With all due respect, it's nobody's place to judge these women. How a woman chooses to wear her hijab is her business, not ours.
Canada4Bernie,11-04-2017,#united forced 3,765 people [who had paid for tickets] off of oversold flights in 2016. What other business could operate that way? #Boycottpic.twitter.com/K7bqiWDCDn
PowellJames4,11-04-2017,Sleeveless bustier brallette Sexy appearance is a good business Shop: https://thesuperiorapparel.com/collections/womens-top/products/sleeveless-bustier-brallette … Use code NEAT for 10% off pic.twitter.com/lL2jrkrOdl
BIackPplVids,11-04-2017,Dude got straight to business pic.twitter.com/RSE8vcuvx9
OfficiaSAVanity,11-04-2017,#LHHATL Treasure needa mind her business before Tommie handle her again.
olgaNYC1211,11-04-2017,That's Amazing News.. One less sex trafficking business and exploitation of young girls who worked illegally http://m.motherjones.com/politics/2017/ … pic.twitter.com/JBXpXQx8up
SymphaniSoto,11-04-2017,People act like if you straighten your hair one time it's gonna be damaged 4eva if y'all dont mind ya business
Jcirc208,11-04-2017,I dont care if my ex upgrade, downgrade, left grade, right grade, etc. What they do after me isnt my business. When Im past you, im past you
EqualityPH_,11-04-2017,I'm pro choice and pro gay marriage. Simply because it is none of my damn business how others choose to live their lives.
Forbes,11-04-2017,This young entrepreneur is using Facebook and Instagram to build a business in Gaza http://on.forbes.com/60128jmEY pic.twitter.com/muDU9eQZUZ
JoseeTruee,11-04-2017,Just worry about your own business
JaiTempleton,11-04-2017,Tennessee Broadband Accessability Act has passed both houses! This is great for rural Tennessee business development.
SamSanderson123,11-04-2017,Georgia/Kansas Democratic voters .. Send a message to MITCH MCCONNELL that you are not ok with the way he does our business ... PLS!! #vote
d_breezy_baby,11-04-2017,Out of 42 companies present at the UIC Startup Challenge, @WORLDOFi was the only black owned business. Gotta keep breaking down these walls
business,11-04-2017,This winter has seen some really strange swings due to climate change, scientists say https://bloom.bg/2okNP4r pic.twitter.com/Dz5zvQmipF
BizRadioUK,11-04-2017,Guide to setting up an Online Business A #BBunker @FSBKent Blog http://buff.ly/2ose3lX pic.twitter.com/pG5AY8BBeZ
TheReal_Flyboss,11-04-2017,Glad ion fuck with bitches, hoes try to get under ya know all ya business just to run & tell the next mfr when y'all FALL OUT. FUCK YALL
GinaShkeda,11-04-2017,If a company ever books me with @united for a business trip, I'm cancelling it and buying my own ticket with a dif airliner
Owusuism,11-04-2017,Don't block your own blessings by telling everyone in the world your business.
SwannyQLD,11-04-2017,On negative gearing & super, the liberals & their business supporters are economic vandals #auspol
Garossino,11-04-2017,Was just asked to a business lunch at the Trump Tower Vancouver. Requested a change of venue.
_dannyphantom_,11-04-2017,Let's girls live!!! I'm so tired of seeing people bash on other girls and how they choose to live their life!! It's not your business !!!!
musicbaum,11-04-2017,Name one business, ONE, where it's okay to assault a customer for sitting in a chair. Name one. @united #united
AlwaysWinning1,11-04-2017,Note: if a business rips you off the police will tell you it's a civil matter. If a company complains about you the police will beat you up.
fiercelyforfun,11-04-2017,Just saw the footage of this and my is broken. @united you just lost my business for life and I mean it. #neverflyunitedagain #united3411
saltcontrol,11-04-2017,Do you think your #business is safe? Think again http://buff.ly/2oWZhUN  #cybersecurity #cybercrime #infosec #techpic.twitter.com/STAuPMyRUI
stunnninqbeauty,11-04-2017,damn, it seem like people worry about me more than I worry about myself stay tf out my business.
chipgoines,11-04-2017,. @United made a business decision that that doctor's humanity was worth less than $800. Make them pay for that. #boycottunited #flight3411
davidbewart,11-04-2017,a $50 billion tax handout to big business and the banks, but he can't find $500 million to properly fund TAFE and training programs."
LIAAJV,11-04-2017,Being mean to someone that's litterally minding their own business & living life makes you look like such a doucher.
Shadypenguinn,11-04-2017,Just booked my flight to Cali with @JetBlue because @United will never have my business.
ProdByDev,11-04-2017,If you're doing business, especially in the industry, please work on your people skills. People will never forget how you treated them.
LamaKhaiyat,11-04-2017,Imagine how many industries would go out of business if women decided to love their bodies.
business,11-04-2017,Volkswagen bought back 500,000 diesel cars. Now it doesn't know what to do with them https://bloom.bg/2okHxQl pic.twitter.com/mrYufdOd6K
delicialondon,11-04-2017,I envy you girls that have friends you go to the bar with and be drinking cocktails in the sun just discussing business. Really envy yall
delicialondon,11-04-2017,I need a female friend that I can just discuss business and fashion with... and drink cocktails, lots of it too
business,11-04-2017,Yellen says the Fed's focus has shifted to sustaining economic gains https://bloom.bg/2okF6NG pic.twitter.com/xK1p8HXhHj
business,11-04-2017,The retail trends keeping shoppers away from malls are putting a damper on deal-making https://bloom.bg/2okRSh1 pic.twitter.com/RMj86La7xd
beccaclark_xx,11-04-2017,I'm so glad I'm a keep myself to myself person. Couldn't think of anything worse than everyone on social media knowing my business
CauduroGabriele,11-04-2017,How do you run a successful baking business in your home? #AffiliateMarketing #makeyourownlane http://affiliatemarketingtop.com pic.twitter.com/Lnlku5Pi58
_PrettyC,11-04-2017,I smoke weed and mind my business.
tomgunner14,11-04-2017,Stan Kroenke has no interest in making our club more competitive. He just wants it to run like the profitable business. #Arsenal #KroenkeOUTpic.twitter.com/UWCnVShV0E
comedyandtruth,11-04-2017,Me minding my business, but also paying attention... pic.twitter.com/kH54B54SYS
SteveRaffle,11-04-2017,Am I the only one that looks at Sacred Cat and thinks of adorable meme Business Cat? Because I think about it a lot. #MTGAKHpic.twitter.com/FJNunrrlvK
tularosaa_,11-04-2017,if i say i'm going to bed and you see me on social media, mind your business. we'll speak in the morning x
business,11-04-2017,Ukraine's central banker, hailed in struggle to rebuild the country's economy, has resigned https://bloom.bg/2okIsAt pic.twitter.com/VQZC57bRyo
cityofhargeisa,11-04-2017,Hargeisa is open for business! Welcome to #Somalilandpic.twitter.com/NNbKNTfje0
TypicalGlRL,11-04-2017,Me minding my business, but also paying attention... pic.twitter.com/j0yO7DeiN2
lovechiaaa,11-04-2017,Corcoran's too small to be trying to sneak around without someone finding out ya business lmao
business,11-04-2017,Poker AI again trounces human challengers, from China this time https://bloom.bg/2okMYiw pic.twitter.com/zErx8tzj9R
NatCounterPunch,11-04-2017,The idea of running government like a business is to screw labor. To pay labor is little as possible. http://www.counterpunch.org/2017/04/10/running-government-like-a-business-is-bad-for-citizens/ …pic.twitter.com/lWrqYCtHfm
LawyerRogelio,11-04-2017,If Trump really wanted to destroy those airfields in Syria all he had to do was purchase them and run them as a business. pic.twitter.com/5rYITEXVGh
business,11-04-2017,The SEC is eliminating dozens of contractors hired to help root out Wall Street fraud https://www.bloomberg.com/politics/videos/2017-04-10/why-the-sec-is-purging-contractors-video …pic.twitter.com/yQR4LvzGnG
WSJ,11-04-2017,As outsourcing sweeps through the U.S., the videogame business looks a lot like the workplace of the future http://on.wsj.com/2oSiszn pic.twitter.com/Z0vPRMyWR1
business,11-04-2017,Press Secretary Sean Spicer warns Syria to stop using barrel bombs against civilians https://bloom.bg/2okjanN pic.twitter.com/7Z4mwFlH57
AlanRAtchison,11-04-2017,. @united An airline that authorizes the physical assault of a paying customer will never again have my business. #Flight3411 #DontFlyUnited
_asiabutterfly,11-04-2017,S/o to everyone minding their business #ISUCompliments
Hughesy53,11-04-2017,Essentially, the Tories see their time in office as a huge business opportunity... @c4news @itvnews #Panorama
LisaBeliveau,11-04-2017,Other airlines could put United out of business by reaching out with better offers to current United customers. #neverflyunited #NeverUnited
ProgressOutlook,11-04-2017,Nepotism will destroy the country. Jared Kushner and Ivanka Trump have absolutely no business being in the White House.
ohisharmony,11-04-2017,#basedonlogistics @EfeMoney should be business oriented enough to turn the Based On Logistics (BoL) into a brand name. #BBFinale #BBNaija
mrmattmcIntyre,11-04-2017,The Five Digital Marketing Metrics That Will Drive Your Business in 2017 http://crwd.fr/2ozG1wp  #DigitalMarketing #SEO #SEM #PPC #SMMpic.twitter.com/lhtB0NgsZl
FixYourLife,11-04-2017,The three classes on @united flights are first, business and Worldstarrrrr!!!
bethbomb,11-04-2017,mind your business!!! mind blowing, i know
RispaFrances,11-04-2017,To all those who voted for 'business man' #Trump. He's also busy shutting your country down.
FACEmafia,11-04-2017,Suppose you thought this was real too? It's just his music video style. Which nobody has anymorepic.twitter.com/XyHAQvbzWI
_Azryah,11-04-2017,How much of your own business are you minding? Be honest. https://twitter.com/biiskit88/status/851523172981772290 …
Seb_Kos,11-04-2017,#OscarMunoz just resign if you can't properly handle business @united. #BoycottUnitedAirlines.
Atomic_Reach,11-04-2017,The Best Free #SocialMedia Tools and Hacks to Grow Your Business\ ? #contentmarketing http://ampr.ch/CNX4 pic.twitter.com/oEqZSyTY8r
TopFlightChief,11-04-2017,Seemed fitting.pic.twitter.com/gYaU62EZBt
femmemalik,11-04-2017,As if Zayn cares enough about Harry to rig Spotify. My mans is chilling, minding his own business, & playing w his pets, unbothered
InxsyS,11-04-2017,Delta has has similar over-bookings.They simply offered more money until someone took them up on it. This is how you do business United!
business,11-04-2017,. @NYDailyNews @ProPublica win public service Pulitzer for uncovering eviction rule abuse https://bloom.bg/2okwM0K pic.twitter.com/4MTjSKVRMD
business,11-04-2017,"A multicultural society is a multiconflict society," Marine Le Pen says https://bloom.bg/2okx6wf pic.twitter.com/cERJ8wbC5v
mayk47_,11-04-2017,Even when you mind ya business & stay out the way, someone gon hate you for minding ya business & staying out the way
mirandamorowa,11-04-2017,Me trying to mind my business, drink water, eat right, workout, get enough sleep, keep my man happy, block negativity & run my company. pic.twitter.com/TYysAE4UMG
sexuaI,11-04-2017,when everybody in drama but you stay in your own lane and mind your business so nothing be happening to you pic.twitter.com/ctgBN0bbNK
yiffables,11-04-2017,A hotel full of fursuits becoming a hotel full of people in business suits is the physical manifestation of depression
kaynemcgladrey,11-04-2017,#Cybersecurity concerns rise as business become more aware of threats http://buff.ly/2ow3kEo  @Consultancy_ukpic.twitter.com/lDP4eJL4Af
FenkellPayroll,11-04-2017,Feed yo Family Mind Yo Business
SethAbramson,11-04-2017,(PS3) No one knows (yet) the truth of #Russiagate. All we know—and this is one example—is that _none_ of this is normal course of business.
business,11-04-2017,In less than a month, this currency has gone from being the best in the world to the worst https://bloom.bg/2oknuSf pic.twitter.com/0tuxXyXsT5
SylviediGiusto,11-04-2017,The Highest Priority of Successful Business Leaders #imageconsulting @Forbes @DavidKWilliamshttp://onforb.es/1PHBy1h 
AshleyyHere4u,11-04-2017,I mind my business 24/7
business,11-04-2017,Bill Cohan says Barclays CEO "should have known better" https://bloom.bg/2oRPYpC pic.twitter.com/gAaUMtNwtD
babesmobee,11-04-2017,I run an online store with my business partner. We stock ORGANIC Nigerian & African brands that cater to beauty needs (hair,skin &makeup) pic.twitter.com/NIDWbKbQQV
mwseibel,11-04-2017,Reading YC applications and observing that business schools are doing a criminally poor job of prepping students to start tech companies
ASlavitt,11-04-2017,. @united, It happens. Sometimes, you have to drag a loyal customer bleeding out of your place of business. Ok, it never happens. But...
MalemaTsholo,11-04-2017,You're in Business to be Successful, not to be loved.
jacquep,11-04-2017,to go on holidays. She does not explain how, because of Brexit, a number of parents may lose their jobs with business moved to the EU.
teejayspencer_,11-04-2017,burning valuable bridges bad for business, y'all be tweaking.
NanaKayMoore1,11-04-2017,Asuwer @ELrepGH Nuh Dey Disappoint Herrrh MIND YOUR BUSINESS @AmgMedikal 's Verse Too #MYB
urbandoll,11-04-2017,i just sit back and mind my own business
NJSocialSummit,11-04-2017,'17 panelists: Elizabeth Weill-Greenberg of @NJ_ISJ @RolandoPujol of @PIX11News @BillyAshJR of @Todays_Business @kliveoh of @wpunj_edu
HillKeating,11-04-2017,Wow, @united is such a trash airline. So glad I switched over to Southwest. United will never have my business again
business,10-04-2017,Keynesian economics is hot again. @Noahpinion credits the Great Recession https://bloom.bg/2okaQCE  via @BVpic.twitter.com/E4H4bTJaNH
crpetersenn,10-04-2017,keep who your business lowkey and watch how much better everything turns out
FCKK_feelingsx3,10-04-2017,Let people do what they need to do to make them happy , mind your own business , and do what you need to do to make you happy .
frankies_guddHa,10-04-2017,Get the new one on heat @ELrepGH @AmgMedikal Mind your business
business,10-04-2017,Why old-school phones are making a comeback https://bloom.bg/2ok3TSf pic.twitter.com/NwGyeMGx3w
Mr_iKeepitreal,10-04-2017,I just hope Delta doesn't think their business about to sky rocket thanks to this United situation. We ain't forget y'all love to lose bags.
madz__6,10-04-2017,Dear girls who hang out in the bathroom and then look at me weird when I walk in to do my business, STOP
WehliyeMohamed,10-04-2017,Now if you are celebrating the Alcoblow ban, what exactly are you? Investor in the road accidents business?
realfoxxfur,10-04-2017,I like bitches who mind their business and get to the money.
UhSoul,10-04-2017,we arguing? OUR BUSINESS. we having sex? OUR BUSINESS. we not on rn? OUR BUSINESS. we into it rn? OUR BUSINESS. keep your love life private.
Oceaanfietser,10-04-2017,Provide the rejected refugees with micro credits so they can set up #business in their homeland. #Perspective #Securitypic.twitter.com/mAAhPcfF8f
larryareathome,10-04-2017,Louis and Harry shared a dressing room but that's none of my business
onettaaa,10-04-2017,Mind ya business & do what ya gotta do
business,10-04-2017,A $60 billion shock awaits the global shipping industry https://bloom.bg/2okkbus pic.twitter.com/vXNIM1buFQ
_sydneeey10,10-04-2017,PPL NEED TO GROW UP & MIND THEIR OWN BUSINESS (((:
Hello_Tailor,10-04-2017,america: this country needs to be run like a business pepsi & united airlines: it's cool to be a role model
JMcfeels,10-04-2017,The honeymoon is ogre guys. Time to get back to business. If this is still you, time to wake the fuck up. pic.twitter.com/uRGEOFgKZe
TrillestAC,10-04-2017,If I was famous, I wouldn't want a woman in the industry. Gimme a fine, lowkey Queen with her own business or something.
NBCChicagoPD,10-04-2017,Best bouncer in the business: Atwater. #ChicagoPDpic.twitter.com/17Gnv717LS
_Eminado_,10-04-2017,Sonti can get rid of that hairstyle and her shiny blouse now...she no longer a business woman mos #SkeemSaampic.twitter.com/NxaDfluXol
polaxrize,10-04-2017,my skincare routine is minding my business
LUISODLH,10-04-2017,Hispanic Business Expo https://youtu.be/RiyznNCa0qk  #FNHCNJ @latism @LIBizus @SonCubanoNJ @ArturoEOsorio @PerthAmboyBID @BCB_Bank @acsqrpic.twitter.com/P6loxUljlO
EasyTladi,10-04-2017,One day when you're really successful And meet a hot guy Who want to help u with your business Say No issa trap #SkeemSaampic.twitter.com/Jb9RlipkEW
TshidisoKhanya,10-04-2017,Sonti Engagement gone Business gone Virginity gone #SkeemSaam
AeroyaltyFilms,10-04-2017,Keep your business between those you do it with.. No one else !!!
rising,10-04-2017,Remember Pepsi and United when people say government should be run like a business.
ashleyma02,10-04-2017,it ain't a secret, but it ain't your business either.
Limericking,10-04-2017,We’re sorry, United said sadly, That all this concluded so badly, But business requires Assaulting our flyers Unless they cooperate gladly.
ClayShorts,10-04-2017,Minding your own business is the gift that keeps on giving
select01,10-04-2017,We have 2 000 211 #Gem4me users! Join us! #Messenger #finplagin #investments #business #ecosystem https://itunes.apple.com/ru/app/gem4me/id1032387040?mt=8 …pic.twitter.com/bbkYfsDau6
business,10-04-2017,United's forcible removal of a passenger from an overbooked flight triggers outrage https://bloom.bg/2ojdoCE pic.twitter.com/NQeAcFSybC
Mizzou,10-04-2017,We were named one of the top 50 public schools in the nation by Business First! http://ow.ly/tYaV30aJgkz pic.twitter.com/ZrdGuuXzkp
SpeakComedy,10-04-2017,"I haven't talked to you in a while" "Where you been at" Me: minding my business pic.twitter.com/T7VTEIFw6n
ipfconline1,10-04-2017,Some Major #BigData Impacts [Infographic] #DigitalTransformation #DigitalMarketing #Analytics #Healthcare #IoT #Smartcity #Business pic.twitter.com/QUdSWzh9B1
IoTRecruiting,10-04-2017,A Quick History of the #InternetOfThings http://internetofthingsrecruiting.com/309-2  #AI #IOT #IoE #IIoT #BigData #BlockChain #Fintech #Technology #Business pic.twitter.com/9Vtt7THvwi
BIackKodak,10-04-2017,If you were wondering, mind ya business.
MikeOkuda,10-04-2017,"Trump could have done more damage to that airfield if he had just purchased it and run it as a business." - T David Carangan
qwikkly,10-04-2017,http://Qwikkly.com.ng  we make it super easy to hire social media influencers to promote your business. #JoinQwikkly @Omojuwa @OloriSupergalpic.twitter.com/8qijoPoMsa
ForetSeth,10-04-2017,If someone wants to be a part of your life they will make it their business to be there! Don't worry about people who don't worry about you!
DavidKWilliams,10-04-2017,I just published “10 Ways To Push Your Business Further In 2017” https://medium.com/p/10-ways-to-push-your-business-further-in-2017-9e153ca46ae6 …
micksbastardson,10-04-2017,I'm sad because if anyone deserves the upmost respect from the industry it's Harry. He works hard and politely navigates the business.
Beatspeare,10-04-2017,minding my own business 2K17
Damian010k,10-04-2017,Five-Seven | Monkey Business #CSGOgiveaway TO WIN: - FOLLOW ME AND @DiceCSGO_com - RT + LIKE! - TAG A FRIEND (BONUS) - 4Hpic.twitter.com/TafZTzdHma
KayGuwop_,10-04-2017,When you mad but you can't post your business
davidwarner31,10-04-2017,Boooooom seriously amazing striking @ABdeVilliers17 best in the business
JoeChuisano,10-04-2017,Join me and @channelsmart @Channel_Expo's Business Symposium today. I will be kicking off #CPExpo with a discussion on Customer Dynamics.pic.twitter.com/tryDPPzF8d
vaniccilondon,10-04-2017,http://ow.ly/vv6P30aGRBQ  5 ways to achieve and maintain work-life balance #WorkLifeBalance #entrepreneur #business #Tipspic.twitter.com/iA0JAqVgQt
bklynmike3,10-04-2017,ain't no business like minding your own business.
jalbus,10-04-2017,i'm having trouble remembering all the companies i'm supposed to boycott. almost as if something larger than one business is the problem.
SYB_YoungTK,10-04-2017,Family owned business! Poppin Dough. Located at 1235 W 95th St. Mom-Fri 6am-6pm Sat 8am-5pm. Gotta come try their maple bacon doughnut today pic.twitter.com/eLMHopV5pM
NJCynical,10-04-2017,I will NEVER fly United Airlines again...this guy should sue them out of business. #BoycottUnitedAirlines #GrabYourWallet
dvsjmsthmpsn,10-04-2017,How is a girl's sexual activity any of your business tho?????
iHateSergioToo,10-04-2017,If people minded they own business 24/7 >>>
business,10-04-2017,Inside the hidden cycles that rule markets, history... and everyday life https://bloom.bg/2ojQ99S pic.twitter.com/ce0lbsKEr8
tr_covergirll,10-04-2017,Mind ya business you know Ima business man pic.twitter.com/UKM4aEYhMm
CocaColaCo,10-04-2017,How we're changing our business, inside and outside the bottle, in Western Europe http://CokeURL.com/zt6nw  #OurWayForwardpic.twitter.com/Jy1oMgpqXb
utilitywiseplc,10-04-2017,We're working hard to help our customers change the way they do business. Want to join us? http://hubs.ly/H0711Gw0  #UTWcareerspic.twitter.com/0U0uNkVcLC
aubhulsey,10-04-2017,Goodmorning it's a beautiful day to mind your business
Itsddiamond,10-04-2017,Y'all better stop telling y'all 'friends' y'all business bc all they gone do is use it against yu
wealthy_barber,10-04-2017,After watching that video, United Airlines is going to have to drag me onto one of its planes to get me to do business with them again.
NickMordo,10-04-2017,The new United business model for overbooked flights pic.twitter.com/8zpAmWFiuD
biancaababess,10-04-2017,"You look mean." No, I look like I'm minding my business.
SUSBOYSLICK,10-04-2017,the world would be a much better place if people didn't judge what they don't understand and minded their own business
emabellaa_,10-04-2017,keeeep YOUR business private!!!!!
TheTicktocman,10-04-2017,Great to see how @united treats their PAYING CUSTOMERS. You have lost my business for good. #BoycottUnited #flight3411
Onision,10-04-2017,WHY CAN'T WE ALL JUST MIND OUR OWN BUSINESS? VIETNAM? IRAQ? LET'S NOT. THANKS. pic.twitter.com/SD3l3D2FsF
nikkkidonofrio,10-04-2017,Wish people knew how to mind their own god damn business
punjabpcc,10-04-2017,#CMinMumbai: @capt_amarinder talks business with @GoldmanSachs India chairman Sonjoy Chatterjee in #Mumbaipic.twitter.com/uq7DTOqIsj
gabriellemcbay,10-04-2017,"$100,000 a year is only $273 a day. $273 a day is only $11/hr if you have a business that is running 24 hours."
crowd_promotion,10-04-2017,Advertise first responder owned and operated businesses at no cost with First Responder Industries! http://buff.ly/2oiLlDB  #business #webpic.twitter.com/lL3mdTWWLr
CreativeTweets,10-04-2017,I sincerely hope @United goes out of business. #flight3411
Baruch_Labunski,10-04-2017,WOW @JohnMu @methode https://www.youtube.com/watch?v=CqdIUy5JF-E … you have to correct the false information. Google is not putting anyone out of business. @cnn
business,10-04-2017,Poland might become the biggest loser from Brexit https://bloom.bg/2ojK90R pic.twitter.com/Ml301KPBa9
katyaelisehenry,10-04-2017,Kisses to the misses doing business #bosslady
AlanSemsar,10-04-2017,#MondayMotivaton give of yourself todayBe in the business of Helping people & the universe will bring you all you need #TheShah give freely
kirk_bridgers,10-04-2017,Steyer, Podesta, Clintons, etc etc. Everyone does business in Russia. Big scam i O and Clinton in worlds largest tech giveaway, #Skolkovo
DavidKWilliams,10-04-2017,Why We Need Both Introverts And Extroverts In Business via @forbes http://www.forbes.com/sites/davidkwilliams/2017/04/10/why-we-need-both-introverts-and-extroverts-in-business/#24f282793ac6 … @fishbowl @7NonNegotiables @CAMfoundationFB
utilitywiseplc,10-04-2017,It's easier to switch your business water supplier than you think! http://hubs.ly/H070M_Q0  #UTeam #openwatermarketpic.twitter.com/U2JigK6Eci
izzetmtgnews,10-04-2017,AMONKHET DOWN TO BUSINESS, PART 2 http://magic.wizards.com/en/articles/archive/making-magic/amonkhet-down-business-part-2-2017-04-10 …pic.twitter.com/KcZSiCh1wR
ChrisHashtags,10-04-2017,Just keep offering more money! And since when are police the enforcers of bad business decisions? @united
iSamreenJaved,10-04-2017,You may belong to any religion or caste or creed, that has nothing to do with the business of the state ~Quaid #?????_???_???????
DiceCSGO_com,10-04-2017,Five Seven Monkey Business FT #csgogiveaway 20m RT & Follow us & @CraZimtyYT Tag 2 Ends 20m Goodluck!pic.twitter.com/4fEZZeABuq
YAREIIIIII,10-04-2017,i keep my business to myself..
NakiBrown,10-04-2017,In 2012 I was in a stokvel. Used it to start my hair business which gave birth to my bridal boutique which gave birth to my events company
SpryGuy,10-04-2017,Trump could have done far more damage to that Syrian airfield if he had just purchased it and tried to run it as a business. #Bankrupt
vansftvans,10-04-2017,bts antis so dedicated dude like we out here minding our own business being rightfully excited abt an award nomination go do something
bandupty,10-04-2017,my business will forever remain lowkey
ethicistforhire,10-04-2017,Planes will now be divided into: First Class Business Class Hunger Games Class #United
DamnRealPosts,10-04-2017,My life. My choices. My mistakes. My lessons. Not your business.
SteveGutzler,10-04-2017,This week practice PDA: > Passion > Discipline > Action #leadership #business
himani_kankaria,10-04-2017,Marketing Funnel with Marketing Activities #Marketing #marketingtips #business #makeyourownlane #defstar5 #GrowthHacking #technology #AIpic.twitter.com/alLkpqCVjF
utilitywiseplc,10-04-2017,Business water bills giving you that sinking feeling? It's time to call in the U-Team http://hubs.ly/H070Ng_0  #UTWwaterpic.twitter.com/JqZBqabBLO
TooFlyAce,10-04-2017,What we doing ain't nobody business
NdzaviD,10-04-2017,Dear Entrepreneur... Your business Deserves a Good Leader, if you are not One yet, work towards becoming one before it collapses
martinadanceto,10-04-2017,Jorge Blanco - Risky Business pic.twitter.com/I8lKIKLTgF
Aeowin_,10-04-2017,I would rather insert 7 dicks into my ass and 4 in my throat than ever give @united my business again
CherylSnapp,10-04-2017,By @DavidKWilliams - I agree!https://www.forbes.com/sites/davidkwilliams/2017/04/10/why-we-need-both-introverts-and-extroverts-in-business/#43d6ba2e3ac6 …
business,10-04-2017,JUST IN: Tesla passes GM to become America's top-valued carmaker https://bloom.bg/2oimHmA pic.twitter.com/2KCbsJxqHG
lauren_boden__,10-04-2017,I don't understand why people are so concerned with everyone else but themselves. Mind your own business
StocksHighAlert,10-04-2017,Big News $SWHI SW Innovative Holdings, Inc. Details Business Strategy http://www.marketwired.com/press-release/sw-innovative-holdings-inc-details-business-strategy-2208616.htm … @BIGMONEYMIKE6 $ELED $BIEL $TRTC $AMRN $PTOIpic.twitter.com/Ay9HpkYD8T
dnialqmi,10-04-2017,support mape business pic.twitter.com/ptuTA3JCOf
cathodion,10-04-2017,"Trump could have done more damage to that airfield if he had just purchased it and run it as a business."
Love_Latrina,10-04-2017,I talk to God and I mind my business.
